x,y,avg_ms
19,21,43.2657
19,22,43.2087
19,23,41.8787
19,24,42.9282
19,25,42.0518
19,26,43.2245
19,27,46.4303
19,28,45.0608
19,29,44.3109
19,30,43.5379
19,31,44.4415
19,32,44.3703
20,1,74.3727
20,2,61.931
20,3,42.4408
20,4,45.4068
20,5,48.1509
20,6,41.5045
20,7,43.3402
20,8,38.9161
20,9,40.5192
20,10,43.1818
20,11,40.0954
20,12,42.1626
20,13,42.7778
20,14,40.4552
20,15,42.6667
20,16,40.685
20,17,41.0389
20,18,42.7622
20,19,40.9745
20,20,43.1304
20,21,43.019
20,22,41.5404
20,23,42.4904
20,24,41.3799
20,25,42.3183
20,26,45.7186
20,27,44.2551
20,28,43.3601
20,29,44.694
20,30,44.3272
20,31,44.3112
20,32,43.561
21,1,71.0828
21,2,59.5247
21,3,40.7907
21,4,43.6302
21,5,46.3259
21,6,39.8361
21,7,41.565
21,8,42.8536
21,9,38.8917
21,10,41.4204
21,11,43.4049
21,12,40.3755
21,13,41.2056
21,14,43.3834
21,15,41.1067
21,16,41.4658
21,17,42.9685
21,18,41.2222
21,19,43.1696
21,20,42.866
21,21,41.4479
21,22,42.1791
21,23,43.7202
21,24,42.2347
21,25,45.4335
21,26,44.1734
21,27,43.6742
21,28,44.2979
21,29,45.345
21,30,44.4087
21,31,43.9405
21,32,42.6968
22,1,68.0857
22,2,56.973
22,3,52.8144
22,4,41.7406
22,5,44.507
22,6,45.2831
22,7,40.2662
22,8,41.3666
22,9,43.3489
22,10,39.8664
22,11,41.8547
22,12,42.0772
22,13,39.5465
22,14,41.6984
22,15,41.9126
22,16,39.8641
22,17,41.2417
22,18,43.2705
22,19,42.9169
22,20,41.3426
22,21,42.0858
22,22,43.4445
22,23,41.8356
22,24,44.8555
22,25,43.6485
22,26,43.1834
22,27,44.0095
22,28,44.7138
22,29,43.7404
22,30,43.057
22,31,42.4398
22,32,41.776
23,1,65.2386
23,2,54.9565
23,3,50.7557
23,4,40.1664
23,5,42.931
23,6,43.5914
23,7,44.2651
23,8,39.4686
23,9,41.7602
23,10,43.4357
23,11,40.0083
23,12,40.6119
23,13,42.6586
23,14,42.6077
23,15,40.4752
23,16,41.7598
23,17,43.783
23,18,41.2585
23,19,41.3583
23,20,42.1291
23,21,43.4393
23,22,41.7906
23,23,44.8453
23,24,43.5852
23,25,43.0039
23,26,43.6496
23,27,44.404
23,28,44.0467
23,29,42.663
23,30,42.1281
23,31,43.0984
23,32,42.7623
24,1,63.1784
24,2,52.8283
24,3,48.7911
24,4,38.5705
24,5,40.8651
24,6,42.0366
24,7,42.7334
24,8,37.9278
24,9,40.3694
24,10,41.7997
24,11,42.1331
24,12,39.1663
24,13,41.0374
24,14,41.2409
24,15,42.2259
24,16,39.989
24,17,41.8035
24,18,41.8125
24,19,42.3523
24,20,40.8957
24,21,41.4404
24,22,44.6652
24,23,43.306
24,24,42.7439
24,25,43.8041
24,26,43.4843
24,27,43.4939
24,28,42.1759
24,29,41.6147
24,30,42.3403
24,31,43.2104
24,32,42.1886
25,1,60.8254
25,2,51.1169
25,3,47.3002
25,4,47.7476
25,5,39.8098
25,6,40.6251
25,7,41.2539
25,8,42.8955
25,9,44.0456
25,10,40.2736
25,11,40.633
25,12,42.3729
25,13,42.1912
25,14,39.8309
25,15,40.9122
25,16,42.8683
25,17,42.1733
25,18,42.6235
25,19,41.2961
25,20,41.9764
25,21,44.9208
25,22,43.5662
25,23,42.9258
25,24,43.3285
25,25,44.109
25,26,43.5494
25,27,42.7972
25,28,41.8178
25,29,42.4748
25,30,43.6789
25,31,52.4909
25,32,52.7409
26,1,58.5996
26,2,49.3785
26,3,45.6733
26,4,46.2805
26,5,45.727
26,6,39.7622
26,7,40.1164
26,8,41.3818
26,9,42.8352
26,10,42.4722
26,11,39.4461
26,12,40.9169
26,13,40.8679
26,14,41.9944
26,15,43.6812
26,16,40.9321
26,17,40.9467
26,18,41.3659
26,19,42.3565
26,20,45.3439
26,21,43.7544
26,22,43.2637
26,23,43.6456
26,24,44.2214
26,25,43.5057
26,26,42.8113
26,27,41.8776
26,28,42.4366
26,29,43.5505
26,30,52.1609
26,31,51.429
26,32,51.8244
27,1,56.7864
27,2,47.5835
27,3,44.5628
27,4,44.8727
27,5,44.2951
27,6,43.9593
27,7,38.4314
27,8,40.2049
27,9,41.2977
27,10,41.3173
27,11,42.5561
27,12,42.2848
27,13,39.7487
27,14,40.6564
27,15,42.4705
27,16,41.5339
27,17,42.0377
27,18,42.8615
27,19,46.3227
27,20,43.9841
27,21,42.5026
27,22,43.9095
27,23,44.422
27,24,43.7668
27,25,42.814
27,26,41.8795
27,27,42.4393
27,28,43.5453
27,29,52.0685
27,30,51.1392
27,31,50.4621
27,32,50.7751
28,1,54.9397
28,2,46.0848
28,3,42.8733
28,4,43.5048
28,5,42.919
28,6,42.5467
28,7,43.6403
28,8,38.9841
28,9,39.8411
28,10,39.9436
28,11,41.268
28,12,41.1793
28,13,41.8093
28,14,43.5966
28,15,42.6024
28,16,40.4972
28,17,41.0198
28,18,41.3067
28,19,43.957
28,20,42.8677
28,21,44.0192
28,22,44.1026
28,23,44.1203
28,24,42.0513
28,25,41.8193
28,26,42.0364
28,27,42.8788
28,28,51.8644
28,29,50.8585
28,30,49.8081
28,31,49.0886
28,32,49.302
29,1,53.3034
29,2,44.7027
29,3,41.7958
29,4,42.2459
29,5,41.7127
29,6,41.4198
29,7,42.1345
29,8,42.9143
29,9,42.2444
29,10,43.5317
29,11,40.145
29,12,39.8484
29,13,40.7185
29,14,42.1394
29,15,41.2191
29,16,41.529
29,17,42.2162
29,18,45.149
29,19,43.2688
29,20,44.6991
29,21,44.9233
29,22,43.7556
29,23,42.4688
29,24,41.7905
29,25,42.4092
29,26,43.6536
29,27,51.9824
29,28,50.9749
29,29,50.1326
29,30,49.439
29,31,50.222
29,32,50.3415
30,1,51.6788
30,2,43.5114
30,3,40.4244
30,4,41.0212
30,5,40.521
30,6,40.2097
30,7,41.1056
30,8,41.6982
30,9,41.1739
30,10,42.1177
30,11,41.6944
30,12,42.1368
30,13,43.7527
30,14,42.6368
30,15,42.4385
30,16,40.811
30,17,40.7759
30,18,43.4147
30,19,42.1388
30,20,43.4449
30,21,43.6233
30,22,42.8353
30,23,41.9936
30,24,42.725
30,25,43.6405
30,26,52.126
30,27,50.9796
30,28,50.2952
30,29,49.4601
30,30,50.1157
30,31,49.5676
30,32,49.686
31,1,50.341
31,2,42.1672
31,3,39.3457
31,4,39.8763
31,5,39.2974
31,6,39.2627
31,7,39.8902
31,8,40.4961
31,9,39.9193
31,10,40.9898
31,11,40.5416
31,12,41.031
31,13,42.4214
31,14,41.3472
31,15,41.3517
31,16,41.9817
31,17,44.7492
31,18,42.7868
31,19,44.2161
31,20,44.1532
31,21,43.569
31,22,42.2698
31,23,43.0768
31,24,44.0262
31,25,52.5016
31,26,51.3102
31,27,50.4731
31,28,49.5452
31,29,50.2622
31,30,49.6278
31,31,48.9193
31,32,48.8555
32,1,52.6654
32,2,41.7395
32,3,38.4937
32,4,38.7838
32,5,39.1152
32,6,38.3386
32,7,40.1385
32,8,39.4182
32,9,40.0333
32,10,40.9591
32,11,40.6079
32,12,40.4471
32,13,41.9955
32,14,41.9684
32,15,41.7025
32,16,41.0357
32,17,45.5362
32,18,43.886
32,19,44.702
32,20,43.1917
32,21,43.5133
32,22,41.9827
32,23,43.1722
32,24,42.1421
32,25,53.2734
32,26,52.0057
32,27,49.8847
32,28,48.5972
32,29,50.4634
32,30,49.1578
32,31,47.7235
32,32,46.9417
