x,y,avg_ms
16,32,22.4009
17,1,41.4536
17,2,38.039
17,3,27.6902
17,4,29.6887
17,5,24.9936
17,6,27.054
17,7,24.3182
17,8,25.6652
17,9,23.7131
17,10,25.0942
17,11,23.6665
17,12,24.613
17,13,23.3313
17,14,24.2269
17,15,23.3702
17,16,24.143
17,17,25.3711
17,18,24.4461
17,19,25.2892
17,20,24.3434
17,21,24.93
17,22,24.1668
17,23,25.8906
17,24,25.0358
17,25,25.3351
17,26,24.7958
17,27,25.4941
17,28,24.7751
17,29,25.0299
17,30,24.5066
17,31,27.8329
17,32,27.1418
18,1,39.3149
18,2,36.292
18,3,26.2349
18,4,28.3092
18,5,23.7655
18,6,25.7627
18,7,22.9318
18,8,24.3681
18,9,25.6828
18,10,23.6907
18,11,25.0694
18,12,23.2809
18,13,24.176
18,14,22.8468
18,15,24.064
18,16,22.7469
18,17,23.7607
18,18,24.4739
18,19,23.6839
18,20,24.3206
18,21,23.3542
18,22,24.8103
18,23,24.1357
18,24,24.4842
18,25,24.9612
18,26,24.2347
18,27,24.6754
18,28,24.0564
18,29,27.2252
18,30,26.5361
18,31,26.9422
18,32,26.4834
19,1,37.2983
19,2,34.6264
19,3,25.1188
19,4,27.1369
19,5,22.4749
19,6,24.6783
19,7,26.1079
19,8,23.3005
19,9,24.5337
19,10,22.6012
19,11,24.0115
19,12,24.5384
19,13,23.0464
19,14,24.1122
19,15,22.9261
19,16,24.0696
19,17,24.5067
19,18,23.6198
19,19,24.3428
19,20,23.3206
19,21,24.6093
19,22,24.8566
19,23,24.2384
19,24,24.8924
19,25,24.0257
19,26,24.1534
19,27,27.6115
19,28,26.965
19,29,27.0367
19,30,26.5462
19,31,26.7754
19,32,26.1727
20,1,35.7332
20,2,33.1139
20,3,23.8467
20,4,25.9938
20,5,27.1352
20,6,23.3769
20,7,24.988
20,8,22.3584
20,9,23.259
20,10,24.235
20,11,22.6331
20,12,23.4936
20,13,24.2261
20,14,22.8078
20,15,23.9388
20,16,22.8398
20,17,23.2019
20,18,23.744
20,19,22.8159
20,20,24.1496
20,21,24.3287
20,22,23.4787
20,23,24.0224
20,24,23.3578
20,25,23.5018
20,26,26.5564
20,27,25.8286
20,28,25.9819
20,29,26.6642
20,30,25.7285
20,31,25.6089
20,32,25.0567
21,1,34.2808
21,2,31.7546
21,3,22.8984
21,4,25.0879
21,5,26.1263
21,6,22.4617
21,7,23.9198
21,8,24.8939
21,9,22.4628
21,10,23.5544
21,11,24.1483
21,12,22.6435
21,13,23.4739
21,14,24.3098
21,15,23.0452
21,16,23.7892
21,17,24.13
21,18,22.9863
21,19,24.3191
21,20,24.4959
21,21,23.5852
21,22,24.2286
21,23,24.3671
21,24,23.6891
21,25,26.8368
21,26,26.5952
21,27,25.9049
21,28,26.6816
21,29,26.1588
21,30,25.5965
21,31,25.8113
21,32,25.2768
22,1,32.7321
22,2,30.5022
22,3,30.4438
22,4,23.7805
22,5,25.0666
22,6,25.9172
22,7,22.9271
22,8,23.8475
22,9,24.453
22,10,22.6023
22,11,23.2451
22,12,23.9449
22,13,22.3609
22,14,23.4253
22,15,23.9119
22,16,22.7613
22,17,22.9265
22,18,24.1378
22,19,24.267
22,20,23.5118
22,21,23.9149
22,22,24.0049
22,23,23.3204
22,24,26.3552
22,25,26.0827
22,26,25.5186
22,27,26.1221
22,28,25.7764
22,29,25.0973
22,30,25.2068
22,31,25.3688
22,32,24.6843
23,1,31.4811
23,2,29.3893
23,3,29.1917
23,4,22.8909
23,5,24.1585
23,6,25.087
23,7,25.6022
23,8,22.9782
23,9,23.6916
23,10,24.1492
23,11,22.4254
23,12,23.0715
23,13,23.8656
23,14,24.2869
23,15,23.0107
23,16,23.3446
23,17,24.397
23,18,23.3877
23,19,23.5374
23,20,23.9897
23,21,24.094
23,22,23.356
23,23,26.2705
23,24,26.0738
23,25,25.4809
23,26,25.9554
23,27,25.5662
23,28,25.7315
23,29,25.0464
23,30,25.1317
23,31,25.2496
23,32,24.5537
24,1,30.3576
24,2,28.2747
24,3,27.9478
24,4,22.0449
24,5,23.0657
24,6,23.9269
24,7,24.4139
24,8,21.9648
24,9,22.547
24,10,23.0368
24,11,23.5709
24,12,21.8815
24,13,22.5949
24,14,23.0208
24,15,23.2648
24,16,21.9617
24,17,22.9778
24,18,23.0304
24,19,23.4344
24,20,22.4773
24,21,22.693
24,22,25.2773
24,23,25.0429
24,24,24.3294
24,25,25.1043
24,26,24.8538
24,27,24.9963
24,28,24.3582
24,29,24.3559
24,30,24.5259
24,31,24.4165
24,32,23.7153
25,1,29.3603
25,2,27.3506
25,3,27.0785
25,4,27.0959
25,5,22.3834
25,6,23.2724
25,7,23.8299
25,8,24.2696
25,9,24.4377
25,10,22.4616
25,11,23.0616
25,12,23.6289
25,13,23.8223
25,14,22.6209
25,15,22.9078
25,16,23.7838
25,17,23.8085
25,18,24.0908
25,19,23.2409
25,20,23.3711
25,21,26.1006
25,22,25.8857
25,23,25.2202
25,24,25.6939
25,25,25.143
25,26,25.3686
25,27,25.3215
25,28,24.6637
25,29,24.7428
25,30,24.546
25,31,34.4419
25,32,33.3714
26,1,28.4575
26,2,26.5058
26,3,26.0973
26,4,25.9751
26,5,26.2524
26,6,22.5327
26,7,22.9528
26,8,23.2892
26,9,23.7204
26,10,24.0776
26,11,22.1958
26,12,22.7104
26,13,23.1475
26,14,23.2959
26,15,24.1353
26,16,22.879
26,17,22.9102
26,18,23.3177
26,19,23.3422
26,20,25.9392
26,21,25.6496
26,22,25.0199
26,23,25.5236
26,24,25.051
26,25,25.15
26,26,25.189
26,27,24.4239
26,28,24.541
26,29,24.3138
26,30,34.2647
26,31,33.6335
26,32,33.2905
27,1,27.3947
27,2,25.5072
27,3,25.351
27,4,25.452
27,5,25.363
27,6,25.2235
27,7,22.1982
27,8,22.8589
27,9,22.9833
27,10,23.25
27,11,23.7122
27,12,23.8995
27,13,22.433
27,14,22.5417
27,15,23.3995
27,16,23.3922
27,17,23.627
27,18,23.6508
27,19,26.2615
27,20,25.2881
27,21,25.0961
27,22,25.7042
27,23,25.2132
27,24,25.3401
27,25,25.2571
27,26,24.4476
27,27,24.4921
27,28,24.2082
27,29,33.97
27,30,33.4504
27,31,33.411
27,32,32.3687
28,1,26.3796
28,2,24.6922
28,3,24.8005
28,4,24.4311
28,5,24.3087
28,6,24.4225
28,7,24.6672
28,8,21.8165
28,9,21.9612
28,10,22.3319
28,11,22.9538
28,12,23.0229
28,13,22.9755
28,14,23.5514
28,15,23.717
28,16,22.5441
28,17,22.6196
28,18,22.5705
28,19,25.1426
28,20,24.7187
28,21,25.4391
28,22,25.1205
28,23,25.1301
28,24,24.3508
28,25,24.0713
28,26,24.2143
28,27,23.9851
28,28,33.6215
28,29,32.9087
28,30,33.0069
28,31,31.6521
28,32,30.9995
29,1,25.7699
29,2,24.1613
29,3,23.7197
29,4,23.5868
29,5,23.9041
29,6,23.8499
29,7,23.7748
29,8,23.5951
29,9,23.9167
29,10,24.1746
29,11,22.3127
29,12,22.3573
29,13,22.4146
29,14,23.3661
29,15,23.13
29,16,23.1674
29,17,23.1832
29,18,25.8889
29,19,25.2648
29,20,25.7782
29,21,25.4923
29,22,24.5907
29,23,24.6173
29,24,24.3239
29,25,24.5377
29,26,24.1493
29,27,33.9445
29,28,33.0802
29,29,32.9768
29,30,32.1592
29,31,32.5938
29,32,32.1125
30,1,25.0148
30,2,23.1987
30,3,23.0594
30,4,23.152
30,5,23.0947
30,6,23.0197
30,7,23.119
30,8,23.0894
30,9,23.1671
30,10,23.2692
30,11,23.2766
30,12,23.2869
30,13,23.9231
30,14,23.7577
30,15,23.6912
30,16,22.5726
30,17,22.4685
30,18,24.896
30,19,24.3605
30,20,25.0258
30,21,24.6962
30,22,24.5831
30,23,24.5273
30,24,24.4981
30,25,24.2289
30,26,33.982
30,27,33.081
30,28,32.9303
30,29,32.2737
30,30,32.417
30,31,31.7114
30,32,31.0163
31,1,24.1754
31,2,22.6139
31,3,22.6798
31,4,22.4658
31,5,22.2987
31,6,22.3088
31,7,22.4483
31,8,22.5644
31,9,22.3779
31,10,22.5548
31,11,22.7734
31,12,22.7843
31,13,23.2224
31,14,22.899
31,15,23.0913
31,16,23.0879
31,17,25.4668
31,18,24.7016
31,19,25.4019
31,20,25.102
31,21,24.952
31,22,24.6936
31,23,24.7342
31,24,24.4733
31,25,34.2058
31,26,33.1987
31,27,33.1878
31,28,32.2419
31,29,32.5135
31,30,31.7886
31,31,31.3392
31,32,30.4095
32,1,23.6794
32,2,21.7159
32,3,21.3401
32,4,21.1996
32,5,21.1223
32,6,21.3456
32,7,21.3395
32,8,21.1417
32,9,21.1412
32,10,21.2635
32,11,21.349
32,12,21.2088
32,13,21.5229
32,14,21.3008
32,15,21.3638
32,16,21.3564
32,17,23.7108
32,18,23.3572
32,19,23.4548
32,20,23.5335
32,21,23.4284
32,22,23.1107
32,23,23.0989
32,24,23.2935
32,25,29.5485
32,26,28.4764
32,27,28.0609
32,28,27.1435
32,29,27.5802
32,30,26.5625
32,31,26.4305
32,32,26.5857
